# Protein abundances computed from file 'C:\Users\timot\AppData\Local\Temp\knime_KNIME_project78896\fs-IDMer_0-71-78924\000\000\IDMerger_0\20170419_GM_Cyano_1000_R1_BC1_01_2485.idXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'MS-GF+_2019-01-08T17:24:51', 2: 'MS-GF+_2019-01-08T18:06:27', 3: 'MS-GF+_2019-01-08T18:54:28', 4: 'MS-GF+_2019-01-08T19:44:17', 5: 'MS-GF+_2019-01-08T20:30:51', 6: 'MS-GF+_2019-01-08T22:00:34', 7: 'MS-GF+_2019-01-08T23:24:36', 8: 'MS-GF+_2019-01-09T00:51:20', 9: 'MS-GF+_2019-01-09T02:19:48', 10: 'MS-GF+_2019-01-09T03:36:51'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sll1164"	1	0	24	14	12	17	12	12	10	11	14	9	9
"sll1165"	1	0	167	77	71	88	72	83	139	138	98	120	124
"sll1166"	1	0	33	16	8	11	11	16	15	12	7	13	12
"sll1167"	1	0	28	16	10	20	15	15	11	13	14	11	7
"sll1169"	1	0	46	14	16	22	17	30	24	24	17	21	26
"sll1170"	1	0	102	49	67	61	63	56	55	59	51	56	66
"sll1172"	1	0	50	26	30	33	32	32	54	34	33	39	25
"sll1173"	1	0	55	43	30	31	33	25	27	22	32	28	24
"sll1174"	1	0	23	10	4	6	10	3	16	15	16	23	13
"sll1178"	1	0	97	72	51	68	71	82	96	86	79	77	89
"sll1180"	1	0	139	101	80	116	91	79	110	91	106	103	121
"sll1181"	1	0	131	76	56	61	91	75	76	50	75	66	71
"sll1182"	1	0	12	1	1	2	1	1	2	5	3	7	4
"sll1184"	1	0	60	34	26	30	36	32	54	50	67	63	107
"sll1185"	1	0	78	92	89	93	96	95	102	111	116	106	98
"sll1186"	1	0	49	11	14	12	10	22	23	25	14	15	27
"sll1187"	1	0	14	9	11	4	10	5	6	12	5	7	8
"sll1188"	1	0	28	26	18	17	18	26	23	25	27	25	27
"sll1189"	1	0	35	19	17	20	14	24	17	20	23	15	22
"sll1191"	1	0	9	12	19	17	14	19	25	27	18	21	18
"sll1192"	1	0	3	1	0	1	1	0	1	2	1	6	3
"sll1193"	1	0	68	91	65	66	74	48	54	72	55	55	53
"sll1194"	1	0	17	23	27	17	26	27	51	61	69	80	71
"sll1196"	1	0	46	66	42	60	52	45	39	46	44	40	43
"sll1198"	1	0	27	21	16	23	35	22	19	13	23	20	20
"sll1200"	1	0	29	13	18	14	12	19	18	13	15	16	8
"sll1201"	1	0	14	2	5	3	0	4	9	7	4	6	4
"sll1202"	1	0	50	15	14	11	20	17	22	31	34	28	20
"sll1203"	1	0	73	33	39	45	40	50	67	63	50	75	56
"sll1204"	1	0	15	3	3	11	2	2	8	3	3	6	9
"sll1205"	1	0	37	26	17	21	21	13	24	17	13	20	12
"sll1206"	1	0	45	37	28	32	36	36	21	35	26	19	30
"sll1209"	1	0	99	35	36	49	38	39	42	52	47	45	53
"sll1212"	1	0	88	70	61	66	57	64	73	75	56	66	56
"sll1213"	1	0	57	50	43	54	53	43	41	52	30	49	52
"sll1214"	1	0	110	91	72	67	79	94	108	95	98	115	122
"sll1217"	1	0	56	36	45	28	39	36	33	33	27	46	31
"sll1218"	1	0	30	22	13	11	11	14	31	20	22	25	17
"sll1219"	1	0	10	11	4	6	8	11	5	5	3	6	6
"sll1220"	1	0	31	10	8	3	4	14	7	8	12	11	13
"sll1221"	1	0	107	61	64	72	68	66	101	129	119	101	101
"sll1222"	1	0	40	32	28	50	25	36	34	25	36	34	35
"sll1223"	1	0	60	46	31	36	43	33	56	55	57	57	53
"sll1224"	1	0	28	5	5	5	6	3	16	23	15	18	13
"sll1225"	1	0	14	26	25	15	11	25	53	42	41	41	32
"sll1226"	1	0	79	42	34	37	33	31	73	73	57	49	50
"sll1228"	1	0	53	26	22	26	21	20	31	28	22	36	26
"sll1229"	1	0	58	28	18	24	25	36	23	41	35	29	30
"sll1231"	1	0	57	32	33	31	35	35	26	31	41	40	32
"sll1232"	1	0	15	6	6	6	2	8	1	3	4	11	5
"sll1233"	1	0	33	48	47	50	54	50	52	56	66	55	49
"sll1234"	1	0	63	61	48	44	44	46	84	84	94	74	90
"sll1236"	1	0	16	16	12	19	14	12	14	15	17	10	11
"sll1237"	1	0	38	30	25	36	21	41	29	18	20	19	19
"sll1239"	1	0	59	29	27	29	38	27	38	39	44	33	33
"sll1240"	1	0	41	18	22	12	20	12	17	22	22	30	21
"sll1241"	1	0	116	130	108	105	112	140	102	107	143	112	120
"sll1242"	1	0	121	70	61	92	75	71	87	76	75	81	88
"sll1244"	1	0	52	25	34	27	33	39	42	47	59	66	72
"sll1245"	1	0	8	1	1	0	2	3	1	0	0	2	1
"sll1247"	1	0	123	74	43	45	42	57	82	52	71	60	71
"sll1249"	1	0	67	42	47	41	36	43	43	40	47	37	40
"sll1250"	1	0	17	29	26	30	27	26	20	12	15	15	17
"sll1251"	1	0	63	68	39	54	45	69	81	58	74	88	62
"sll1252"	1	0	47	24	18	25	28	22	42	26	25	22	33
"sll1253"	1	0	153	104	63	94	103	76	59	75	76	72	75
"sll1254"	1	0	34	17	13	11	8	15	33	21	14	22	16
"sll1255"	1	0	8	2	2	1	3	2	2	5	5	3	6
"sll1258"	1	0	24	9	7	11	9	6	26	15	21	28	20
"sll1260"	1	0	105	64	62	70	69	61	59	106	110	91	104
"sll1261"	1	0	86	87	79	82	72	96	120	117	120	118	124
"sll1262"	1	0	18	5	7	4	6	4	16	21	17	13	9
"sll1263"	1	0	12	0	5	3	3	2	3	3	1	4	6
"sll1265"	1	0	132	59	36	43	57	49	53	63	68	59	60
"sll1267"	1	0	22	12	9	6	9	14	13	12	9	12	9
"sll1268"	1	0	59	70	69	65	55	71	58	66	68	76	65
"sll1270"	1	0	42	36	13	26	29	26	34	29	24	37	20
"sll1271"	1	0	41	36	27	28	18	30	36	38	37	35	28
"sll1272"	1	0	56	46	51	40	36	58	41	51	48	55	42
"sll1273"	1	0	127	89	74	77	78	74	86	89	93	102	79
"sll1274"	1	0	42	34	29	30	30	23	31	22	40	24	24
"sll1275"	1	0	85	60	57	57	70	51	57	61	67	52	55
"sll1276"	1	0	71	44	51	38	43	51	29	38	43	31	37
"sll1277"	1	0	74	52	34	32	37	30	32	32	34	28	40
"sll1280"	1	0	46	23	21	26	18	32	56	47	47	44	51
"sll1282"	1	0	17	15	5	9	12	6	19	14	18	19	12
"sll1283"	1	0	51	38	33	24	32	20	39	39	28	36	31
"sll1284"	1	0	11	9	9	2	7	3	17	16	18	18	12
"sll1285"	1	0	41	19	27	15	18	30	34	26	29	40	32
"sll1286"	1	0	40	36	14	24	24	31	36	45	45	45	50
"sll1289"	1	0	23	14	12	20	12	15	26	22	20	19	19
"sll1290"	1	0	119	89	84	81	73	77	76	67	63	59	77
"sll1291"	1	0	48	9	8	10	11	13	22	24	18	22	17
"sll1292"	1	0	21	9	11	12	9	5	31	23	19	23	27
"sll1293"	1	0	10	5	3	3	5	5	5	6	7	14	3
"sll1294"	1	0	115	63	54	53	69	52	89	84	76	72	75
"sll1296"	1	0	109	35	44	39	43	36	67	63	79	55	52
"sll1297"	1	0	63	35	21	26	30	32	38	42	42	38	40
"sll1298"	1	0	20	11	10	18	13	18	25	25	22	20	17
"sll1299"	1	0	37	31	24	24	20	36	14	27	21	14	22
"sll1300"	1	0	38	15	6	15	14	10	15	6	11	17	13
"sll1304"	1	0	52	28	40	34	31	33	31	27	32	32	41
"sll1305"	1	0	40	27	27	34	40	22	59	49	51	54	51
"sll1306"	1	0	79	129	90	100	101	88	111	104	120	130	136
"sll1307"	1	0	8	1	1	3	0	2	15	7	7	6	9
"sll1308"	1	0	25	41	31	34	37	35	24	23	23	22	24
"sll1314"	1	0	43	29	28	22	25	18	28	41	43	43	29
"sll1315"	1	0	46	23	25	24	32	29	25	31	20	22	21
"sll1316"	1	0	20	30	23	25	30	41	69	63	63	57	49
"sll1317"	1	0	43	22	18	20	21	15	34	38	45	37	35
"sll1318"	1	0	27	14	16	12	14	14	15	13	14	15	10
"sll1319"	1	0	8	1	1	2	1	4	4	4	0	2	1
"sll1321"	1	0	12	20	8	21	9	18	9	12	5	10	12
"sll1322"	1	0	9	8	7	3	4	5	10	10	9	7	10
"sll1323"	1	0	35	27	25	32	25	24	50	40	35	41	48
"sll1324"	1	0	60	18	37	29	19	38	45	55	63	58	41
"sll1325"	1	0	24	11	13	17	18	13	23	28	35	27	22
"sll1326"	1	0	52	74	92	57	73	72	161	178	175	171	176
"sll1327"	1	0	78	29	29	32	27	32	52	68	48	48	58
"sll1329"	1	0	19	1	6	11	6	8	22	22	15	17	16
"sll1330"	1	0	48	33	14	42	35	24	21	20	21	24	23
"sll1333"	1	0	12	8	1	10	16	6	8	6	5	3	7
"sll1334"	1	0	68	44	34	45	33	39	42	42	46	44	50
"sll1336"	1	0	134	95	98	113	105	79	106	108	106	106	94
"sll1338"	1	0	13	3	2	5	6	2	19	16	22	15	4
"sll1340"	1	0	22	8	13	2	7	12	26	8	13	18	12
"sll1341"	1	0	36	32	42	24	20	32	66	61	69	56	45
"sll1342"	1	0	49	45	64	55	51	64	74	113	90	90	80
"sll1343"	1	0	147	105	125	108	109	104	80	78	89	102	118
"sll1344"	1	0	69	68	39	65	62	60	47	39	38	28	31
"sll1348"	1	0	45	41	17	23	27	22	35	29	26	26	22
"sll1349"	1	0	61	27	16	34	24	28	37	26	20	25	23
"sll1350"	1	0	58	46	33	50	45	53	96	66	67	67	75
"sll1352"	1	0	20	5	15	11	13	12	9	13	12	9	5
"sll1353"	1	0	127	69	62	53	65	60	54	71	53	71	66
"sll1354"	1	0	66	26	15	12	30	16	31	37	38	32	30
"sll1355"	1	0	16	9	8	10	11	12	6	11	9	3	8
"sll1356"	1	0	156	112	99	92	96	85	136	157	105	115	142
"sll1358"	1	0	31	11	6	9	18	10	20	15	19	28	20
"sll1359"	1	0	72	57	61	74	57	35	44	47	42	39	38
"sll1360"	1	0	130	104	64	98	69	82	72	48	60	50	46
"sll1362"	1	0	187	134	113	134	147	122	138	126	123	126	131
"sll1363"	1	0	62	41	50	54	55	56	128	119	166	152	128
"sll1365"	1	0	55	30	33	42	38	31	29	25	35	29	29
"sll1366"	1	0	147	65	40	59	64	70	49	51	51	50	66
"sll1367"	1	0	47	31	32	28	36	29	25	18	21	23	27
"sll1369"	1	0	38	27	20	23	12	20	19	20	12	16	23
"sll1370"	1	0	42	41	32	46	33	35	25	34	34	37	43
"sll1371"	1	0	55	33	26	21	30	32	28	24	21	27	29
"sll1372"	1	0	20	26	19	18	22	23	13	8	12	11	14
"sll1373"	1	0	4	0	3	0	0	0	0	2	2	2	3
"sll1374"	1	0	35	16	13	11	23	27	12	15	23	15	13
"sll1376"	1	0	67	19	19	20	11	23	36	29	23	27	20
"sll1377"	1	0	70	69	75	70	81	78	55	90	66	55	58
"sll1378"	1	0	45	42	36	29	35	38	27	28	37	37	33
"sll1380"	1	0	34	36	30	44	37	28	67	60	47	43	53
"sll1381"	1	0	53	25	29	29	34	31	40	54	53	44	57
"sll1382"	1	0	22	31	32	27	35	30	10	13	10	18	21
"sll1383"	1	0	29	12	14	13	11	14	14	15	16	15	13
"sll1384"	1	0	70	45	33	42	51	53	39	54	48	49	48
"sll1386"	1	0	27	15	21	15	27	21	11	12	10	13	9
"sll1387"	1	0	32	60	35	48	41	32	28	24	24	23	11
"sll1388"	1	0	21	15	21	22	27	19	20	19	23	19	18
"sll1389"	1	0	24	9	11	12	8	8	29	19	9	10	12
"sll1390"	1	0	30	3	13	6	6	12	22	27	27	20	22
"sll1392"	1	0	38	16	16	24	19	20	17	19	16	16	19
"sll1393"	1	0	71	76	61	65	74	84	74	83	88	91	72
"sll1394"	1	0	21	18	20	12	21	14	32	31	30	26	22
"sll1395"	1	0	27	10	3	9	9	5	10	15	4	9	11
"sll1396"	1	0	60	30	20	24	27	33	31	28	36	26	31
"sll1398"	1	0	25	65	55	56	72	36	56	60	78	86	77
"sll1399"	1	0	59	45	18	42	49	43	37	30	33	35	27
"sll1400"	1	0	18	51	38	58	54	43	33	47	43	57	39
"sll1401"	1	0	115	75	65	65	62	71	43	46	55	51	52
"sll1404"	1	0	30	52	41	48	48	37	19	15	17	18	20
"sll1405"	1	0	14	5	6	6	10	5	6	7	6	5	3
"sll1406"	1	0	49	26	20	33	23	19	30	31	29	35	31
"sll1407"	1	0	24	12	17	17	15	17	10	13	17	19	19
"sll1408"	1	0	65	23	16	25	27	30	30	29	43	33	34
"sll1409"	1	0	50	30	34	42	35	40	50	33	37	37	36
"sll1411"	1	0	23	10	4	11	6	13	27	31	21	21	24
"sll1414"	1	0	36	28	18	18	25	20	20	23	21	17	14
"sll1415"	1	0	65	47	45	41	51	37	45	51	43	37	43
"sll1418"	1	0	28	7	21	25	12	15	23	26	23	24	17
"sll1423"	1	0	40	19	20	13	22	18	31	19	20	24	29
"sll1424"	1	0	134	79	66	80	62	62	57	57	64	66	61
"sll1425"	1	0	113	52	40	79	71	68	73	79	70	85	68
"sll1426"	1	0	4	1	1	0	0	1	1	0	1	0	1
"sll1427"	1	0	33	20	19	23	25	30	39	44	56	48	43
"sll1428"	1	0	15	7	4	6	4	11	10	6	8	5	5
"sll1429"	1	0	175	156	125	151	131	178	147	166	164	177	124
"sll1430"	1	0	19	7	16	8	4	6	21	8	16	16	13
"sll1432"	1	0	29	10	11	23	14	20	8	9	19	15	22
"sll1433"	1	0	31	26	21	23	30	25	17	22	21	18	18
"sll1434"	1	0	104	51	36	55	40	53	52	50	46	62	47
"sll1435"	1	0	129	116	91	107	109	88	102	105	100	109	102
"sll1439"	1	0	76	50	35	36	53	50	65	66	71	69	61
"sll1440"	1	0	29	19	8	13	17	19	28	27	22	16	23
"sll1441"	1	0	33	35	36	31	24	26	42	55	51	57	34
"sll1442"	1	0	23	2	3	5	8	5	14	9	10	11	10
"sll1443"	1	0	73	60	31	55	58	43	59	61	50	48	49
"sll1444"	1	0	16	3	8	4	6	10	15	12	12	12	6
"sll1446"	1	0	39	33	18	19	26	23	29	16	25	26	31
"sll1447"	1	0	6	1	2	4	4	7	3	5	5	2	9
"sll1450"	1	0	68	81	71	119	82	63	81	84	88	97	101
"sll1451"	1	0	14	2	3	3	3	9	4	6	3	3	6
"sll1452"	1	0	101	80	45	54	63	70	69	75	71	105	93
"sll1453"	1	0	55	35	36	33	30	44	51	45	48	55	56
"sll1454"	1	0	125	81	53	59	74	59	81	86	84	66	100
"sll1455"	1	0	28	38	35	25	23	29	31	32	26	24	31
"sll1456"	1	0	34	44	56	41	46	41	34	24	34	25	35
"sll1457"	1	0	67	57	48	51	55	46	42	27	43	33	31
"sll1459"	1	0	24	8	4	8	4	10	17	17	16	13	12
"sll1461"	1	0	53	63	44	36	37	40	31	31	28	26	35
"sll1462"	1	0	21	16	8	11	12	13	11	7	11	17	15
"sll1463"	1	0	124	54	50	44	48	44	83	78	82	76	75
"sll1464"	1	0	68	41	39	54	75	41	52	54	53	48	48
"sll1466"	1	0	37	21	12	14	16	21	15	15	21	14	13
"sll1468"	1	0	14	5	3	10	11	8	16	11	15	17	17
"sll1469"	1	0	17	17	13	17	25	22	16	17	13	11	15
"sll1470"	1	0	61	55	49	56	44	89	85	103	78	71	72
"sll1471"	1	0	78	60	79	80	75	79	81	96	99	88	85
"sll1472"	1	0	38	19	17	21	18	11	15	15	12	18	15
"sll1473"	1	0	80	42	39	34	44	44	50	48	50	35	46
"sll1475"	1	0	75	35	34	36	36	37	43	58	41	44	38
"sll1476"	1	0	36	52	32	44	52	51	63	71	52	55	46
"sll1477"	1	0	71	68	82	79	68	72	43	41	40	30	42
"sll1479"	1	0	27	15	19	18	21	13	21	21	12	13	15
"sll1481"	1	0	101	37	31	40	38	28	65	66	68	62	64
"sll1482"	1	0	39	19	21	20	28	13	11	13	10	16	20
"sll1483"	1	0	12	7	5	5	7	3	7	7	5	7	6
"sll1484"	1	0	45	48	42	35	44	39	30	23	24	28	28
"sll1485"	1	0	3	1	0	0	0	0	2	3	0	1	2
"sll1486"	1	0	8	11	4	10	10	3	6	12	3	6	2
"sll1488"	1	0	35	49	48	34	50	31	42	56	51	56	49
"sll1489"	1	0	14	7	10	7	7	10	12	16	17	20	25
"sll1491"	1	0	35	24	30	35	29	33	25	30	17	27	24
"sll1495"	1	0	50	16	20	23	17	25	29	23	25	56	32
"sll1496"	1	0	92	67	53	42	52	55	46	54	60	59	58
"sll1498"	1	0	34	25	24	18	15	22	21	24	14	17	19
"sll1499"	1	0	215	158	105	151	140	124	211	180	181	188	160
"sll1500"	1	0	16	7	3	4	5	2	9	10	11	12	15
"sll1501"	1	0	60	14	24	14	21	20	33	23	38	30	23
"sll1502"	1	0	229	145	165	139	160	161	208	215	201	201	191
"sll1503"	1	0	198	103	91	130	113	91	66	101	99	94	107
"sll1504"	1	0	17	21	17	14	32	21	29	23	26	18	30
"sll1505"	1	0	27	21	33	24	14	29	27	25	29	46	34
"sll1507"	1	0	26	27	8	22	19	16	15	19	16	9	11
"sll1508"	1	0	48	29	22	33	27	22	31	23	30	24	29
"sll1509"	1	0	14	4	2	2	3	3	8	4	6	4	5
"sll1510"	1	0	14	2	2	4	3	1	2	3	5	8	5
"sll1511"	1	0	8	0	2	1	0	3	2	1	2	0	4
"sll1512"	1	0	27	10	6	8	12	7	8	8	5	7	4
"sll1513"	1	0	6	0	0	1	2	1	1	1	1	0	3
"sll1514"	1	0	40	16	22	44	32	26	31	34	45	46	32
"sll1515"	1	0	50	42	29	30	33	25	41	27	27	28	19
"sll1516"	1	0	79	41	56	59	43	46	54	71	68	50	55
"sll1520"	1	0	68	30	32	19	21	25	29	32	33	30	28
"sll1521"	1	0	81	34	31	37	37	34	80	74	61	79	59
"sll1522"	1	0	14	8	3	4	4	5	5	4	5	4	3
"sll1524"	1	0	21	17	23	26	19	30	21	34	21	25	25
"sll1525"	1	0	72	49	61	52	52	63	97	95	100	103	98
"sll1526"	1	0	83	35	43	33	44	36	64	48	48	57	47
"sll1527"	1	0	162	116	90	113	118	108	119	120	112	109	94
"sll1528"	1	0	223	98	114	132	104	86	125	133	150	152	155
"sll1530"	1	0	89	50	56	59	59	31	80	75	78	67	70
"sll1531"	1	0	76	53	35	43	43	40	45	49	40	37	44
"sll1532"	1	0	44	28	16	22	23	32	37	46	36	31	39
"sll1533"	1	0	101	105	74	83	111	97	100	85	96	104	102
"sll1534"	1	0	57	49	52	53	44	42	35	31	34	36	35
"sll1535"	1	0	83	36	36	43	56	53	43	53	67	37	42
"sll1536"	1	0	39	26	23	24	28	28	98	91	76	78	75
"sll1537"	1	0	23	16	17	17	8	8	10	20	23	20	22
"sll1538"	1	0	33	10	14	6	15	7	16	14	18	14	16
"sll1540"	1	0	52	19	17	17	29	6	17	20	19	16	13
"sll1541"	1	0	55	47	43	49	43	24	35	20	20	21	22
"sll1542"	1	0	66	27	29	24	29	24	40	26	45	48	36
"sll1543"	1	0	42	30	17	17	20	23	20	18	31	24	23
"sll1544"	1	0	37	27	26	24	24	33	9	11	24	14	13
"sll1545"	1	0	40	27	19	14	24	21	45	45	42	45	40
"sll1546"	1	0	143	84	89	67	80	78	70	84	93	72	87
"sll1547"	1	0	35	24	17	19	22	28	20	19	12	15	18
"sll1549"	1	0	43	29	29	44	27	39	31	38	43	46	31
"sll1550"	1	0	52	26	21	23	22	28	23	25	24	25	24
"sll1552"	1	0	61	43	43	50	49	58	37	44	33	40	46
"sll1553"	1	0	92	55	47	52	59	51	62	70	65	92	91
"sll1555"	1	0	45	46	33	45	48	34	56	33	45	43	47
"sll1556"	1	0	30	26	26	20	25	22	18	29	32	13	18
"sll1557"	1	0	11	10	5	3	5	5	9	3	5	3	3
"sll1558"	1	0	30	14	12	13	9	16	14	12	17	15	10
"sll1559"	1	0	73	71	85	70	78	53	124	117	130	114	105
"sll1560"	1	0	11	12	4	10	7	7	27	28	28	24	15
"sll1561"	1	0	191	95	101	76	97	101	147	146	147	124	122
"sll1562"	1	0	47	41	19	33	27	36	49	39	37	25	31
"sll1563"	1	0	195	129	109	106	125	99	123	108	118	114	124
"sll1564"	1	0	61	26	32	38	32	24	26	36	29	40	31
"sll1566"	1	0	114	120	111	110	112	137	165	170	154	156	150
"sll1568"	1	0	43	24	13	15	21	41	40	28	31	42	36
"sll1570"	1	0	12	1	2	0	4	5	11	12	9	11	6
"sll1571"	1	0	13	4	3	7	6	7	4	6	4	6	3
"sll1572"	1	0	94	48	37	39	42	44	76	57	56	56	34
"sll1573"	1	0	35	32	23	26	24	20	19	38	21	20	27
"sll1574"	1	0	35	66	44	48	43	28	17	16	16	25	20
"sll1575"	1	0	69	32	36	45	26	26	64	55	59	49	59
"sll1577"	1	0	37	512	612	617	554	614	871	928	894	934	787
"sll1578"	1	0	29	108	266	316	299	219	516	509	496	500	510
"sll1579"	1	0	80	57	78	69	79	109	95	92	107	89	102
"sll1580"	1	0	62	90	94	111	89	99	123	101	120	141	161
"sll1581"	1	0	48	21	23	24	24	22	46	50	44	53	56
"sll1582"	1	0	233	120	111	118	103	126	120	123	123	115	122
"sll1583"	1	0	98	37	43	42	53	53	88	65	84	84	59
"sll1584"	1	0	36	12	13	17	17	13	19	33	20	32	26
"sll1586"	1	0	126	47	44	43	45	49	57	55	60	49	58
"sll1590"	1	0	29	17	24	16	17	15	16	17	11	16	12
"sll1592"	1	0	27	10	11	10	14	5	8	7	7	9	5
"sll1594"	1	0	60	27	36	11	27	35	46	42	48	39	31
"sll1595"	1	0	100	48	46	30	37	36	51	39	48	50	42
"sll1596"	1	0	13	3	6	3	2	9	11	7	6	7	9
"sll1598"	1	0	27	16	13	14	12	23	14	13	16	23	15
"sll1599"	1	0	60	26	25	17	22	28	27	28	31	35	23
"sll1600"	1	0	11	3	2	3	0	4	9	9	3	6	5
"sll1601"	1	0	32	26	16	25	23	22	14	21	21	19	20
"sll1605"	1	0	17	11	9	8	8	10	4	3	9	6	7
"sll1606"	1	0	30	22	14	23	22	9	10	13	4	12	17
"sll1608"	1	0	109	86	64	76	91	62	45	46	50	50	56
"sll1609"	1	0	28	37	27	26	28	22	25	21	18	17	24
"sll1611"	1	0	25	37	21	19	25	20	17	9	7	8	11
"sll1612"	1	0	28	21	14	16	13	24	18	11	12	12	14
"sll1613"	1	0	17	11	11	16	7	8	16	13	11	14	13
"sll1614"	1	0	80	44	36	41	38	46	68	63	55	53	64
"sll1615"	1	0	37	11	7	12	3	11	20	18	24	14	14
"sll1618"	1	0	9	28	11	10	9	18	12	11	17	21	19
"sll1620"	1	0	16	3	3	3	5	5	13	8	8	11	5
"sll1621"	1	0	59	63	65	51	56	76	102	108	101	92	118
"sll1623"	1	0	24	10	18	12	9	24	7	6	7	7	6
"sll1624"	1	0	59	43	34	54	43	41	38	36	35	37	37
"sll1625"	1	0	89	67	69	89	71	92	117	142	108	110	122
"sll1626"	1	0	71	130	151	130	125	136	181	201	207	194	159
"sll1628"	1	0	33	30	18	33	34	23	21	30	32	22	28
"sll1629"	1	0	106	106	82	94	92	97	98	103	90	83	83
"sll1630"	1	0	24	2	6	7	5	5	10	13	10	3	9
"sll1631"	1	0	16	11	10	13	13	4	14	14	10	12	10
"sll1632"	1	0	57	78	44	43	66	64	67	57	53	54	58
"sll1633"	1	0	31	15	23	16	23	17	44	32	45	43	41
"sll1634"	1	0	49	29	29	30	29	18	26	20	23	25	25
"sll1635"	1	0	70	34	34	36	27	48	47	47	50	52	52
"sll1636"	1	0	18	24	11	18	19	16	8	12	10	10	9
"sll1638"	1	0	28	39	39	30	22	20	37	52	39	38	41
"sll1639"	1	0	46	27	31	25	28	26	22	27	20	19	23
"sll1640"	1	0	52	43	37	42	36	24	33	24	18	22	29
"sll1641"	1	0	95	86	78	73	67	74	119	133	126	105	93
"sll1642"	1	0	39	14	19	20	17	29	33	33	32	26	22
"sll1643"	1	0	32	12	18	18	24	21	20	13	12	17	29
"sll1647"	1	0	22	9	5	8	7	13	8	11	11	9	8
"sll1651"	1	0	29	36	39	26	30	36	30	33	32	33	31
"sll1652"	1	0	17	11	8	9	9	6	21	15	13	16	20
"sll1653"	1	0	23	13	25	10	16	23	14	15	15	14	18
"sll1654"	1	0	19	31	20	26	25	15	39	37	35	35	37
"sll1655"	1	0	15	3	4	3	5	6	2	4	4	5	6
"sll1656"	1	0	26	24	13	26	23	4	5	5	5	8	10
"sll1658"	1	0	15	17	6	12	12	5	11	4	9	7	8
"sll1659"	1	0	40	13	13	8	15	17	25	28	27	15	18
"sll1660"	1	0	37	38	27	34	24	35	16	25	23	17	16
"sll1662"	1	0	31	9	15	5	12	6	15	17	13	15	14
"sll1663"	1	0	21	17	14	17	19	13	21	20	32	22	29
"sll1664"	1	0	40	22	26	21	26	18	26	21	29	17	20
"sll1665"	1	0	17	17	10	16	8	11	25	15	18	19	13
"sll1666"	1	0	15	2	3	5	3	3	7	8	3	8	6
"sll1667"	1	0	34	18	13	19	15	17	35	21	33	29	28
"sll1669"	1	0	17	6	3	5	8	3	5	5	12	10	9
"sll1670"	1	0	35	13	20	13	11	16	12	13	15	13	16
"sll1671"	1	0	9	2	1	2	3	4	7	6	6	1	1
"sll1672"	1	0	88	54	53	43	48	50	48	46	48	36	50
"sll1673"	1	0	96	86	81	62	66	82	98	90	77	76	70
"sll1675"	1	0	13	5	8	5	7	13	10	13	13	8	6
"sll1676"	1	0	54	38	27	34	34	36	37	31	40	42	29
"sll1677"	1	0	6	7	5	6	5	5	2	3	8	5	4
"sll1678"	1	0	9	3	5	2	3	2	3	5	6	5	1
"sll1679"	1	0	47	19	24	30	26	28	21	24	32	36	29
"sll1680"	1	0	28	54	36	56	52	36	44	36	50	47	37
"sll1681"	1	0	47	21	22	22	29	19	20	25	20	20	23
"sll1682"	1	0	34	15	7	10	9	11	18	12	24	15	14
"sll1683"	1	0	23	31	22	22	22	28	16	23	23	21	14
"sll1685"	1	0	71	34	27	26	37	22	21	21	24	31	32
"sll1686"	1	0	88	54	48	65	56	45	51	38	51	44	62
"sll1687"	1	0	170	119	99	126	117	100	118	121	129	121	112
"sll1688"	1	0	70	48	42	51	49	22	43	36	56	74	88
"sll1689"	1	0	149	64	70	82	95	66	88	67	69	67	87
"sll1691"	1	0	44	15	13	12	13	13	23	20	30	21	15
"sll1692"	1	0	51	31	29	21	18	36	45	33	28	45	35
"sll1693"	1	0	76	47	30	50	33	52	57	59	51	68	66
"sll1694"	1	0	22	26	22	34	23	72	71	53	45	48	44
"sll1695"	1	0	21	8	14	22	14	10	20	22	27	29	29
"sll1696"	1	0	43	16	15	13	16	20	18	21	26	28	19
"sll1697"	1	0	55	32	24	41	41	40	42	42	42	47	41
"sll1698"	1	0	10	11	11	22	13	15	5	11	9	12	4
"sll1699"	1	0	101	84	69	71	71	65	53	58	56	49	45
"sll1702"	1	0	22	19	12	15	20	8	8	7	7	6	5
"sll1703"	1	0	62	33	49	38	37	48	29	47	54	40	40
"sll1704"	1	0	23	2	8	5	6	4	3	5	6	6	9
"sll1708"	1	0	26	35	36	38	20	38	16	15	15	18	24
"sll1709"	1	0	27	31	24	21	18	22	11	16	12	14	20
"sll1710"	1	0	17	4	2	3	3	2	24	12	12	19	9
"sll1712"	1	0	51	31	38	30	38	83	154	168	185	156	93
"sll1713"	1	0	28	13	17	17	11	8	11	24	18	12	11
"sll1714"	1	0	52	14	39	21	26	21	20	14	16	18	15
"sll1715"	1	0	25	3	6	12	8	7	11	8	7	7	11
"sll1716"	1	0	10	1	5	6	4	4	6	6	8	7	5
"sll1717"	1	0	105	93	89	91	83	97	84	74	72	74	66
