# Protein abundances computed from file 'C:\Users\timot\AppData\Local\Temp\knime_KNIME_project78896\fs-IDMer_0-71-78920\000\000\IDMerger_0\20170419_GM_Cyano_1000_R1_BC1_01_2485.mzML.idXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'Crux_0000-00-00T00:00:00', 2: 'Crux_2019-01-09T17:14:07', 3: 'Crux_2019-01-09T17:14:11', 4: 'Crux_2019-01-09T17:14:16', 5: 'Crux_2019-01-09T17:14:20', 6: 'Crux_2019-01-09T17:14:28', 7: 'Crux_2019-01-09T17:14:35', 8: 'Crux_2019-01-09T17:14:43', 9: 'Crux_2019-01-09T17:14:51', 10: 'Crux_2019-01-09T17:14:58'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"ssl1045"	1	0	16	10	4	5	4	4	7	8	0	3	11
"ssl1046"	1	0	7	5	4	3	4	9	3	7	5	6	5
"ssl1047"	1	0	11	3	2	7	2	0	6	4	6	3	4
"ssl1255"	1	0	10	4	5	10	1	3	12	7	18	8	7
"ssl1263"	1	0	2	0	0	0	1	1	0	0	1	0	0
"ssl1277"	1	0	6	10	9	4	2	6	7	6	4	9	4
"ssl1300"	1	0	15	9	12	5	14	5	17	12	14	12	8
"ssl1326"	1	0	28	42	39	39	47	35	42	53	49	57	50
"ssl1328"	1	0	17	10	11	5	8	8	5	14	7	12	6
"ssl1376"	1	0	4	2	2	3	5	1	2	0	3	3	2
"ssl1377"	1	0	20	18	14	12	17	10	9	10	14	12	7
"ssl1378"	1	0	6	3	1	4	3	3	15	11	17	11	9
"ssl1417"	1	0	6	4	4	6	5	2	3	3	3	2	2
"ssl1426"	1	0	21	46	40	44	64	65	22	21	30	21	24
"ssl1464"	1	0	11	3	5	12	3	5	5	6	5	8	9
"ssl1493"	1	0	7	1	1	1	1	3	3	1	7	3	1
"ssl1498"	1	0	10	23	19	18	19	19	23	18	15	22	21
"ssl1507"	1	0	11	21	17	13	18	15	18	14	13	15	18
"ssl1520"	1	0	8	2	12	10	8	8	4	6	5	4	3
"ssl1533"	1	0	10	2	4	2	3	6	6	6	7	8	6
"ssl1552"	1	0	9	12	6	13	9	5	6	3	5	8	8
"ssl1577"	1	0	20	11	9	8	11	8	23	20	25	35	23
"ssl1633"	1	0	4	2	2	7	5	6	7	7	4	9	5
"ssl1690"	1	0	15	26	16	18	28	15	35	43	41	29	30
"ssl1707"	1	0	8	4	3	1	5	8	7	8	8	6	5
"ssl1762"	1	0	13	3	6	6	3	3	8	12	9	8	13
"ssl1784"	1	0	22	11	15	4	3	9	3	3	7	20	9
"ssl1792"	1	0	13	2	5	9	5	3	8	6	2	14	9
"ssl1807"	1	0	18	14	9	12	7	3	14	14	7	9	7
"ssl1911"	1	0	18	22	24	35	27	25	28	31	30	23	28
"ssl1918"	1	0	22	5	4	5	4	0	20	16	13	15	18
"ssl1920"	1	0	14	2	1	3	2	0	5	13	7	13	9
"ssl1922"	1	0	13	7	4	5	8	7	18	17	18	15	14
"ssl1923"	1	0	4	0	3	2	2	2	5	4	4	3	4
"ssl1972"	1	0	15	6	7	5	11	6	20	17	18	16	9
"ssl2009"	1	0	9	8	6	7	10	5	12	4	8	5	7
"ssl2064"	1	0	24	11	8	19	9	16	29	26	27	21	22
"ssl2065"	1	0	6	6	7	10	9	2	2	6	4	4	5
"ssl2069"	1	0	7	4	1	5	3	0	1	1	0	2	3
"ssl2084"	1	0	6	11	7	12	9	11	19	30	37	32	32
"ssl2100"	1	0	11	14	5	9	5	2	8	3	4	4	4
"ssl2138"	1	0	5	1	1	1	0	1	6	10	7	10	9
"ssl2148"	1	0	6	0	2	0	1	0	1	2	2	0	1
"ssl2153"	1	0	9	10	2	5	3	5	7	1	2	2	3
"ssl2162"	1	0	9	6	1	5	3	3	10	6	10	9	10
"ssl2233"	1	0	30	9	8	17	14	14	25	43	44	39	33
"ssl2245"	1	0	6	6	3	6	7	4	6	3	4	2	3
"ssl2250"	1	0	3	4	3	1	6	0	3	3	7	3	3
"ssl2296"	1	0	11	14	13	10	11	13	18	19	16	13	12
"ssl2380"	1	0	3	0	1	1	4	4	8	3	8	3	5
"ssl2384"	1	0	1	17	10	13	16	7	3	5	4	3	5
"ssl2420"	1	0	14	8	5	9	3	5	6	9	10	7	6
"ssl2471"	1	0	4	1	0	3	3	1	9	0	5	5	5
"ssl2501"	1	0	22	16	14	12	17	14	25	28	21	26	20
"ssl2502"	1	0	17	6	4	9	12	9	6	11	8	11	7
"ssl2507"	1	0	18	15	16	17	13	10	13	13	13	7	7
"ssl2542"	1	0	5	7	7	6	8	3	3	1	2	4	7
"ssl2559"	1	0	8	7	4	4	8	5	4	7	5	0	3
"ssl2595"	1	0	15	0	6	2	2	4	14	5	7	10	11
"ssl2598"	1	0	5	2	2	0	1	4	2	4	3	2	1
"ssl2615"	1	0	4	7	13	8	1	16	2	1	0	0	2
"ssl2648"	1	0	15	6	2	6	5	4	8	7	8	6	6
"ssl2653"	1	0	1	1	2	3	1	1	1	0	0	0	0
"ssl2667"	1	0	11	2	1	4	4	3	55	44	47	42	32
"ssl2717"	1	0	8	7	4	2	3	3	10	9	12	8	18
"ssl2733"	1	0	14	8	5	16	6	4	16	12	7	10	9
"ssl2749"	1	0	9	3	2	1	2	2	7	2	5	4	5
"ssl2781"	1	0	12	8	9	10	11	4	16	14	15	22	19
"ssl2789"	1	0	19	17	14	8	16	17	16	16	16	20	15
"ssl2807"	1	0	8	2	0	1	3	3	1	4	1	9	6
"ssl2814"	1	0	9	1	1	1	5	0	5	6	8	9	10
"ssl2823"	1	0	11	4	3	1	2	0	2	6	5	6	2
"ssl2874"	1	0	17	9	7	10	12	5	14	21	17	17	19
"ssl2891"	1	0	8	0	4	3	4	5	10	6	9	7	14
"ssl2920"	1	0	9	4	5	1	2	2	1	5	7	6	4
"ssl2921"	1	0	11	1	2	2	3	1	3	4	2	3	5
"ssl2922"	1	0	9	3	1	1	6	2	24	9	11	10	9
"ssl2923"	1	0	7	1	1	6	3	3	7	5	8	10	8
"ssl2971"	1	0	6	2	1	1	0	0	3	2	4	4	1
"ssl2982"	1	0	14	2	4	4	5	3	14	14	18	18	18
"ssl2996"	1	0	12	12	10	6	9	5	5	5	9	7	8
"ssl2999"	1	0	17	14	11	10	5	16	14	10	16	18	5
"ssl3044"	1	0	18	6	5	6	8	9	10	16	9	11	9
"ssl3076"	1	0	15	8	2	8	2	4	8	7	7	6	12
"ssl3093"	1	0	17	35	26	51	62	34	67	80	79	88	81
"ssl3127"	1	0	6	1	1	1	2	3	5	4	3	8	6
"ssl3142"	1	0	16	2	9	8	3	4	8	8	10	9	8
"ssl3177"	1	0	19	2	6	8	4	7	12	14	5	11	5
"ssl3222"	1	0	12	3	3	4	1	3	6	5	4	6	4
"ssl3291"	1	0	6	0	4	4	7	4	6	7	7	3	4
"ssl3297"	1	0	8	1	1	0	1	1	3	4	2	7	3
"ssl3335"	1	0	13	4	9	5	3	9	9	9	8	7	12
"ssl3342"	1	0	8	5	5	5	5	5	9	8	5	6	5
"ssl3364"	1	0	7	9	7	0	1	21	15	19	27	22	28
"ssl3379"	1	0	15	15	14	11	12	16	17	21	17	14	10
"ssl3382"	1	0	4	0	0	1	0	0	0	2	1	4	1
"ssl3383"	1	0	5	1	2	3	0	2	1	1	2	6	3
"ssl3389"	1	0	12	0	0	1	1	1	7	5	9	4	3
"ssl3432"	1	0	26	12	13	11	25	17	13	27	20	16	24
"ssl3436"	1	0	18	13	9	10	12	10	31	26	22	27	32
"ssl3437"	1	0	27	10	6	9	8	12	20	23	19	22	21
"ssl3441"	1	0	16	11	11	12	16	2	12	10	15	13	10
"ssl3445"	1	0	16	23	19	24	26	15	24	16	14	15	13
"ssl3446"	1	0	4	1	0	0	0	0	2	1	2	0	3
"ssl3451"	1	0	7	0	1	5	1	0	6	6	2	9	2
"ssl3549"	1	0	21	12	14	12	7	11	19	18	16	14	17
"ssl3573"	1	0	6	3	7	12	8	4	11	11	10	9	9
"ssl3580"	1	0	5	1	2	3	1	1	2	2	4	4	4
"ssl3615"	1	0	21	10	4	11	13	19	20	26	17	19	12
"ssl3649"	1	0	10	6	2	4	1	2	6	4	9	4	6
"ssl3692"	1	0	10	5	5	8	6	4	5	5	8	3	3
"ssl3712"	1	0	32	9	13	10	6	8	11	17	14	12	24
"ssl3719"	1	0	23	14	11	18	9	10	21	34	10	19	13
"ssl3769"	1	0	7	7	5	5	7	10	3	5	5	7	6
"ssl3829"	1	0	10	0	5	3	2	1	8	4	8	6	2
"ssl5001"	1	0	11	13	6	16	12	15	5	9	15	13	7
"ssl5008"	1	0	8	9	10	10	5	3	3	5	3	6	3
"ssl5015"	1	0	17	12	9	8	9	6	40	28	21	25	22
"ssl5025"	1	0	11	6	6	5	6	4	3	7	6	6	6
"ssl5027"	1	0	11	1	1	1	2	2	8	4	6	1	5
"ssl5031"	1	0	1	5	1	4	4	2	2	1	1	1	2
"ssl5039"	1	0	16	1	4	5	1	4	13	9	5	8	5
"ssl5045"	1	0	9	2	0	2	1	0	5	6	4	0	5
"ssl5064"	1	0	13	1	1	5	4	3	7	6	3	6	5
"ssl5065"	1	0	19	7	5	5	6	4	13	12	17	14	8
"ssl5068"	1	0	4	3	2	2	2	2	2	2	1	3	2
"ssl5070"	1	0	20	20	26	19	20	9	18	21	16	24	26
"ssl5091"	1	0	4	0	0	1	0	2	2	2	0	4	3
"ssl5095"	1	0	13	4	7	5	3	5	16	4	15	7	8
"ssl5096"	1	0	13	3	0	6	4	2	4	2	5	5	6
"ssl5098"	1	0	3	1	0	0	1	0	1	1	0	1	0
"ssl5099"	1	0	12	1	0	3	6	1	8	6	12	10	7
"ssl5100"	1	0	22	5	7	4	0	5	9	12	11	9	4
"ssl5103"	1	0	11	2	2	6	7	1	3	4	5	5	8
"ssl5108"	1	0	5	14	24	19	13	25	9	11	11	7	11
"ssl5113"	1	0	18	11	8	10	8	7	18	16	18	17	11
"ssl5114"	1	0	22	23	19	26	26	22	32	23	27	21	21
"ssl5125"	1	0	18	9	16	8	11	6	8	11	8	8	9
"ssl5129"	1	0	20	7	8	7	8	9	19	14	14	17	21
"ssl6035"	1	0	6	3	1	2	1	4	3	4	2	0	3
"ssl6061"	1	0	12	7	8	8	2	9	13	19	10	14	11
"ssl6092"	1	0	26	24	15	8	13	13	12	10	14	11	9
"ssl7004"	1	0	19	10	10	12	11	5	5	8	10	6	7
"ssl7007"	1	0	3	0	0	1	1	1	0	0	0	2	1
"ssl7019"	1	0	9	6	2	2	1	4	3	3	3	3	5
"ssl7020"	1	0	15	14	12	6	7	6	5	5	3	9	8
"ssl7021"	1	0	14	2	3	1	1	2	13	6	5	8	11
"ssl7022"	1	0	15	27	47	60	34	31	29	37	31	42	34
"ssl7038"	1	0	18	4	5	2	5	2	9	8	7	10	3
"ssl7039"	1	0	25	16	16	9	14	16	20	17	15	21	17
"ssl7042"	1	0	17	8	11	11	12	5	3	12	7	14	1
"ssl7045"	1	0	8	4	4	4	2	0	5	8	3	3	7
"ssl7046"	1	0	3	0	1	0	1	1	2	2	3	1	1
"ssl7048"	1	0	2	0	1	0	1	0	0	2	1	1	0
"ssl7051"	1	0	7	4	0	3	2	2	2	1	1	2	2
"ssl7053"	1	0	14	30	28	21	24	38	17	13	10	14	14
"ssl7074"	1	0	20	12	12	14	14	15	22	26	34	26	22
"ssl8003"	1	0	14	18	20	18	11	7	13	9	15	9	14
"ssl8005"	1	0	8	0	3	0	3	2	4	4	3	4	2
"ssl8008"	1	0	7	10	7	9	4	7	5	6	6	8	5
"ssl8010"	1	0	13	6	7	0	6	5	6	3	9	1	4
"ssl8024"	1	0	2	0	0	0	1	0	16	12	17	11	10
"ssl8028"	1	0	2	0	0	0	0	0	4	1	0	0	0
"ssl8039"	1	0	11	4	10	6	9	4	5	6	9	7	12
"ssl8041"	1	0	1	0	0	0	0	0	0	0	0	0	1
"ssl9001"	1	0	17	4	7	3	9	4	10	15	8	6	6
"ssr0102"	1	0	6	1	2	4	0	2	11	17	20	20	16
"ssr0109"	1	0	6	1	3	5	0	1	4	7	4	2	5
"ssr0256"	1	0	5	0	1	1	0	1	3	2	1	1	3
"ssr0330"	1	0	9	7	2	5	4	3	8	4	7	6	6
"ssr0332"	1	0	16	11	12	14	14	9	8	18	15	11	11
"ssr0335"	1	0	13	6	13	10	8	10	18	16	18	8	14
"ssr0390"	1	0	3	0	0	1	0	0	4	2	2	1	8
"ssr0482"	1	0	21	15	20	15	21	12	23	22	19	25	24
"ssr0511"	1	0	6	4	1	2	3	2	2	0	1	0	1
"ssr0515"	1	0	12	8	0	9	6	2	11	10	14	8	11
"ssr0550"	1	0	4	0	0	0	2	0	0	2	3	2	1
"ssr0657"	1	0	10	4	4	2	4	1	6	11	9	4	7
"ssr0663"	1	0	9	6	3	2	3	2	4	7	6	13	7
"ssr0680"	1	0	23	9	6	14	12	11	23	15	11	16	14
"ssr0692"	1	0	9	3	7	0	2	0	16	12	22	18	18
"ssr0693"	1	0	13	6	7	6	8	2	15	17	9	8	8
"ssr0706"	1	0	4	0	1	0	1	0	1	1	0	0	2
"ssr0755"	1	0	5	1	0	1	0	0	4	3	3	1	1
"ssr0756"	1	0	7	1	0	2	0	1	5	3	2	2	2
"ssr0757"	1	0	15	10	8	4	7	7	15	11	8	3	4
"ssr0759"	1	0	17	9	6	9	8	7	5	9	5	7	12
"ssr0761"	1	0	13	3	6	4	16	2	9	17	14	13	9
"ssr0817"	1	0	10	13	6	7	9	8	13	11	11	15	11
"ssr0854"	1	0	9	12	19	13	11	9	9	13	9	5	12
"ssr0871"	1	0	3	0	0	0	0	0	6	6	6	3	7
"ssr1038"	1	0	8	9	4	5	7	5	16	14	10	17	14
"ssr1041"	1	0	2	2	0	2	2	0	3	2	5	2	5
"ssr1049"	1	0	18	8	12	7	8	13	8	7	9	7	10
"ssr1114"	1	0	18	17	9	11	13	12	21	16	29	13	13
"ssr1155"	1	0	4	1	1	0	1	0	5	2	4	2	3
"ssr1169"	1	0	2	0	0	2	1	0	0	4	3	0	2
"ssr1175"	1	0	2	1	1	0	0	1	0	0	0	0	1
"ssr1176"	1	0	1	0	0	0	1	0	0	1	2	1	0
"ssr1238"	1	0	22	14	12	12	20	12	10	12	7	12	11
"ssr1251"	1	0	10	6	4	8	6	4	19	14	9	19	19
"ssr1256"	1	0	6	1	1	3	3	2	5	1	3	6	2
"ssr1258"	1	0	8	2	0	3	1	2	5	6	5	7	4
"ssr1260"	1	0	25	13	4	15	11	13	24	16	13	11	11
"ssr1274"	1	0	3	0	0	0	0	1	1	3	2	1	3
"ssr1375"	1	0	2	0	1	0	0	0	1	0	1	0	0
"ssr1386"	1	0	6	1	0	1	1	0	3	2	1	1	0
"ssr1391"	1	0	11	3	1	3	1	3	0	4	5	4	2
"ssr1398"	1	0	25	12	17	19	22	15	21	17	21	19	24
"ssr1399"	1	0	22	13	22	18	19	7	26	19	26	37	41
"ssr1407"	1	0	8	12	6	6	10	5	6	12	15	11	7
"ssr1425"	1	0	6	2	13	11	7	13	21	14	15	17	11
"ssr1473"	1	0	15	6	5	3	2	2	5	7	8	8	4
"ssr1480"	1	0	14	12	10	19	22	17	43	42	40	33	32
"ssr1499"	1	0	5	1	2	2	0	3	2	0	0	1	1
"ssr1513"	1	0	8	4	3	2	3	2	2	3	4	2	3
"ssr1527"	1	0	12	6	3	1	6	4	9	7	7	7	10
"ssr1528"	1	0	18	23	17	22	21	15	41	30	37	26	23
"ssr1552"	1	0	14	3	1	2	1	5	5	8	11	4	11
"ssr1558"	1	0	9	1	5	2	8	0	8	2	5	2	8
"ssr1562"	1	0	7	6	2	2	1	0	10	16	9	8	6
"ssr1600"	1	0	16	3	8	5	2	6	16	12	12	9	9
"ssr1604"	1	0	26	20	16	13	26	23	15	10	17	16	26
"ssr1698"	1	0	13	13	4	17	17	19	9	7	12	13	5
"ssr1720"	1	0	7	1	0	0	2	1	2	3	3	4	6
"ssr1736"	1	0	11	6	7	7	4	6	5	12	7	10	11
"ssr1765"	1	0	6	2	3	1	1	5	5	16	8	5	6
"ssr1766"	1	0	27	16	17	11	12	13	16	8	11	15	15
"ssr1768"	1	0	4	0	1	0	1	0	4	3	2	4	4
"ssr1789"	1	0	5	4	8	2	2	4	3	5	3	3	3
"ssr1853"	1	0	18	6	2	9	3	4	12	14	15	12	16
"ssr1951"	1	0	10	7	2	3	6	4	7	12	11	6	6
"ssr1966"	1	0	4	3	8	1	2	7	5	10	13	5	9
"ssr2009"	1	0	26	21	19	17	13	21	19	19	20	22	18
"ssr2016"	1	0	16	3	1	3	2	1	3	6	7	5	8
"ssr2047"	1	0	16	4	5	11	6	9	12	17	20	17	10
"ssr2049"	1	0	18	6	2	7	6	3	12	18	20	17	17
"ssr2060"	1	0	8	1	2	5	2	3	5	5	12	5	2
"ssr2061"	1	0	18	36	15	21	24	48	36	45	30	26	34
"ssr2062"	1	0	10	5	9	3	7	7	12	8	6	7	5
"ssr2066"	1	0	18	7	5	13	13	6	11	9	13	12	8
"ssr2067"	1	0	2	0	0	0	1	0	2	2	0	0	1
"ssr2078"	1	0	9	1	0	0	3	0	3	4	2	6	3
"ssr2087"	1	0	8	1	1	2	0	1	2	2	1	1	5
"ssr2130"	1	0	7	2	1	2	0	3	2	3	3	2	3
"ssr2142"	1	0	2	0	1	0	0	0	1	1	0	0	0
"ssr2153"	1	0	6	5	3	2	2	7	2	2	5	5	2
"ssr2194"	1	0	4	0	1	1	2	2	5	8	6	0	1
"ssr2201"	1	0	11	11	9	7	9	8	5	6	3	8	5
"ssr2227"	1	0	23	12	19	20	23	16	37	29	27	33	24
"ssr2254"	1	0	17	10	11	13	17	6	18	12	13	15	14
"ssr2317"	1	0	14	4	6	3	4	8	8	7	7	6	4
"ssr2318"	1	0	12	10	6	4	8	5	11	6	8	7	7
"ssr2333"	1	0	11	7	8	8	5	3	8	10	11	6	12
"ssr2340"	1	0	8	4	3	2	4	2	5	7	5	2	4
"ssr2377"	1	0	4	2	0	2	0	0	3	3	3	1	1
"ssr2406"	1	0	8	5	5	2	1	3	4	2	6	4	2
"ssr2422"	1	0	10	6	3	5	3	5	11	16	8	11	7
"ssr2439"	1	0	3	1	0	3	0	1	3	0	3	1	4
"ssr2549"	1	0	3	0	0	1	0	1	0	1	2	1	2
"ssr2551"	1	0	15	5	5	2	0	10	15	10	6	5	9
"ssr2553"	1	0	6	11	12	7	11	8	2	4	1	5	4
"ssr2554"	1	0	21	20	13	17	12	14	17	25	25	22	32
"ssr2595"	1	0	6	2	2	1	0	1	5	0	4	0	0
"ssr2615"	1	0	13	2	3	5	1	5	10	8	8	10	10
"ssr2699"	1	0	2	1	1	4	1	3	4	2	2	2	1
"ssr2708"	1	0	6	3	3	3	1	1	12	16	17	5	9
"ssr2710"	1	0	11	5	3	2	4	3	3	4	8	3	2
"ssr2711"	1	0	11	7	2	6	6	6	11	6	12	10	11
"ssr2723"	1	0	6	2	8	5	6	2	4	7	4	9	11
"ssr2754"	1	0	5	3	3	5	5	2	1	2	1	9	5
"ssr2755"	1	0	18	7	7	6	11	13	9	16	11	7	13
"ssr2781"	1	0	6	6	4	5	7	4	6	8	1	6	4
"ssr2784"	1	0	7	4	1	1	4	0	3	2	5	3	2
"ssr2787"	1	0	23	5	7	6	10	12	15	15	14	11	15
"ssr2799"	1	0	22	22	20	10	20	13	32	26	24	33	28
"ssr2802"	1	0	3	3	0	6	1	1	3	2	2	2	1
"ssr2803"	1	0	17	10	13	14	10	9	16	19	11	18	22
"ssr2806"	1	0	4	2	2	2	1	0	0	0	1	0	2
"ssr2831"	1	0	7	17	15	15	18	11	10	10	12	13	11
"ssr2843"	1	0	22	13	7	12	14	8	20	9	12	11	11
"ssr2848"	1	0	15	5	7	7	7	12	9	5	11	6	2
"ssr2857"	1	0	7	13	7	7	6	6	15	10	7	10	5
"ssr2898"	1	0	5	1	0	0	0	0	4	1	0	5	1
"ssr2899"	1	0	2	0	0	2	0	0	2	0	0	0	0
"ssr2912"	1	0	7	0	0	3	1	3	2	3	5	9	2
"ssr2962"	1	0	9	8	4	5	4	7	3	8	3	1	6
"ssr2972"	1	0	10	10	4	10	7	7	5	8	12	12	8
"ssr2975"	1	0	19	14	10	8	10	14	11	6	9	10	14
"ssr2998"	1	0	16	7	6	5	8	11	25	19	27	19	20
"ssr3000"	1	0	10	4	1	2	3	8	8	4	4	1	3
"ssr3122"	1	0	10	8	10	9	14	5	5	11	16	12	11
"ssr3129"	1	0	11	6	6	12	9	5	5	7	15	11	11
"ssr3154"	1	0	13	4	3	2	5	5	13	17	21	14	15
"ssr3159"	1	0	20	13	4	7	10	5	12	11	13	16	15
"ssr3184"	1	0	1	0	0	1	0	0	0	0	0	0	0
"ssr3188"	1	0	12	12	5	5	8	4	7	15	19	17	15
"ssr3189"	1	0	16	11	16	12	12	18	7	4	6	3	2
"ssr3300"	1	0	5	3	1	2	2	1	2	5	10	3	6
"ssr3304"	1	0	9	2	0	2	2	1	6	2	6	7	3
"ssr3307"	1	0	7	4	0	3	1	0	4	2	4	3	2
"ssr3341"	1	0	9	7	5	3	3	5	14	15	15	12	16
"ssr3383"	1	0	19	27	31	25	29	41	39	36	45	50	61
"ssr3402"	1	0	9	17	12	17	15	17	7	15	12	22	14
"ssr3409"	1	0	11	0	1	1	1	8	3	7	1	8	10
"ssr3410"	1	0	7	1	7	3	4	1	2	2	1	2	0
"ssr3451"	1	0	3	10	6	5	5	3	15	15	8	12	17
"ssr3452"	1	0	14	0	4	3	6	2	6	4	2	3	3
"ssr3465"	1	0	6	5	8	7	10	5	2	7	2	8	9
"ssr3467"	1	0	11	4	2	3	3	1	5	4	2	2	2
"ssr3532"	1	0	9	4	3	7	4	7	4	3	8	13	7
"ssr3550"	1	0	11	4	4	5	3	3	17	19	12	10	19
"ssr3570"	1	0	20	14	19	17	15	22	25	21	24	20	20
"ssr3571"	1	0	14	5	7	5	4	4	11	7	12	7	10
"ssr3572"	1	0	21	7	11	18	16	11	15	13	11	11	17
"ssr3588"	1	0	4	0	0	1	1	0	7	3	6	8	3
"ssr3589"	1	0	14	3	2	6	5	1	8	6	3	5	8
"ssr5009"	1	0	14	11	9	15	14	9	19	17	28	18	12
"ssr5011"	1	0	18	24	24	24	29	24	9	9	7	17	19
"ssr5019"	1	0	12	1	1	4	1	1	11	3	5	11	6
"ssr5020"	1	0	26	5	11	13	13	10	16	26	15	13	15
"ssr5092"	1	0	6	0	0	0	0	1	2	1	4	0	3
"ssr5106"	1	0	5	1	1	0	2	3	3	6	3	4	5
"ssr5117"	1	0	20	15	19	20	12	15	19	26	18	21	19
"ssr5120"	1	0	12	5	2	5	6	4	9	11	3	7	9
"ssr6002"	1	0	5	0	0	1	0	1	2	4	4	1	4
"ssr6003"	1	0	5	5	0	1	2	2	2	0	1	3	2
"ssr6030"	1	0	2	0	1	1	0	2	1	2	2	0	0
"ssr6032"	1	0	9	5	9	8	21	15	4	10	12	9	6
"ssr6046"	1	0	7	0	0	0	3	0	0	2	3	0	1
"ssr6048"	1	0	12	7	7	8	9	15	31	24	36	35	25
"ssr6062"	1	0	3	0	0	0	0	0	1	0	2	1	2
"ssr6089"	1	0	3	0	0	0	0	0	0	1	3	1	0
"ssr6099"	1	0	21	15	20	9	11	19	8	10	13	16	10
"ssr7017"	1	0	18	8	4	6	10	4	7	8	4	11	10
"ssr7018"	1	0	1	0	0	0	0	0	0	0	0	1	0
"ssr7035"	1	0	8	0	2	2	0	1	3	3	1	5	4
"ssr7036"	1	0	13	13	16	26	18	18	20	8	5	13	7
"ssr7040"	1	0	7	0	1	1	2	1	6	4	4	3	1
"ssr7072"	1	0	18	3	4	5	6	3	8	13	10	8	8
"ssr7079"	1	0	13	12	8	15	21	9	10	12	8	9	8
"ssr7084"	1	0	12	10	9	3	3	6	20	14	11	10	10
"ssr7093"	1	0	14	8	5	8	10	6	8	14	10	10	12
"ssr8013"	1	0	8	9	12	9	11	13	8	4	5	4	6
"ssr8047"	1	0	14	0	5	0	5	4	14	12	14	8	12
"ssr9004"	1	0	23	9	8	11	11	5	6	9	7	5	10
"ssr9005"	1	0	12	5	2	2	3	4	2	12	1	2	5
"ssr9202"	1	0	8	2	3	2	1	0	3	6	7	5	9
