# Protein abundances computed from file 'C:\Users\timot\AppData\Local\Temp\knime_KNIME_project78896\fs-IDMer_0-71-78922\000\000\IDMerger_0\20170419_GM_Cyano_1000_R1_BC1_01_2485.idXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'MS-GF+_2019-01-08T17:28:41', 2: 'MS-GF+_2019-01-08T18:10:00', 3: 'MS-GF+_2019-01-08T18:58:38', 4: 'MS-GF+_2019-01-08T19:48:14', 5: 'MS-GF+_2019-01-08T20:35:04', 6: 'MS-GF+_2019-01-08T22:04:53', 7: 'MS-GF+_2019-01-08T23:28:55', 8: 'MS-GF+_2019-01-09T00:55:37', 9: 'MS-GF+_2019-01-09T02:24:06', 10: 'MS-GF+_2019-01-09T03:41:04'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"slr0897"	1	0	62	57	45	68	56	40	35	44	48	38	30
"slr0898"	1	0	110	65	55	72	70	52	84	70	68	85	68
"slr0899"	1	0	39	17	20	21	22	19	19	23	27	27	23
"slr0900"	1	0	58	25	21	22	21	24	45	44	44	36	31
"slr0901"	1	0	92	62	51	70	57	71	70	46	62	72	50
"slr0902"	1	0	41	20	28	20	20	15	43	44	33	40	47
"slr0903"	1	0	20	20	13	24	12	12	12	8	16	16	24
"slr0904"	1	0	106	59	78	77	60	65	65	78	69	73	72
"slr0905"	1	0	118	60	57	74	69	61	100	86	77	95	62
"slr0906"	1	0	53	44	52	52	53	39	115	99	118	96	88
"slr0907"	1	0	148	124	102	122	93	85	113	127	131	105	115
"slr0909"	1	0	79	34	63	44	48	45	64	65	56	54	54
"slr0912"	1	0	23	22	17	19	27	19	23	23	22	22	16
"slr0913"	1	0	44	37	39	43	39	48	34	32	26	30	34
"slr0914"	1	0	47	21	38	27	23	24	32	29	35	29	34
"slr0915"	1	0	31	8	15	22	13	17	20	8	13	11	15
"slr0917"	1	0	55	31	38	26	13	30	25	28	30	27	36
"slr0918"	1	0	24	9	12	8	8	9	10	7	8	14	9
"slr0919"	1	0	26	9	7	13	17	9	6	9	11	20	11
"slr0920"	1	0	23	7	9	7	9	5	22	21	21	14	20
"slr0921"	1	0	14	27	17	20	9	8	6	5	3	8	10
"slr0922"	1	0	43	33	36	42	36	21	38	26	29	24	28
"slr0923"	1	0	16	17	19	23	17	17	41	36	41	55	57
"slr0924"	1	0	11	14	11	12	12	7	45	65	81	94	61
"slr0925"	1	0	34	41	62	37	36	58	49	41	58	51	39
"slr0926"	1	0	7	13	11	8	4	7	4	6	6	2	2
"slr0929"	1	0	39	18	22	10	13	25	33	25	20	23	27
"slr0930"	1	0	51	20	16	20	17	23	25	23	31	25	22
"slr0935"	1	0	9	7	3	5	7	5	6	6	4	1	7
"slr0936"	1	0	33	15	9	7	10	10	10	14	12	12	15
"slr0937"	1	0	28	14	17	13	13	23	15	19	24	16	19
"slr0938"	1	0	52	23	26	31	20	31	35	26	25	30	21
"slr0940"	1	0	74	38	38	39	44	42	58	46	51	47	56
"slr0941"	1	0	23	18	10	14	21	11	11	8	11	17	21
"slr0942"	1	0	20	29	21	30	36	31	18	19	20	29	32
"slr0943"	1	0	42	27	38	36	30	33	54	56	43	48	39
"slr0944"	1	0	18	17	11	18	17	17	7	3	6	5	5
"slr0945"	1	0	65	50	47	44	44	71	62	66	50	69	57
"slr0946"	1	0	37	31	39	32	28	28	27	36	31	26	37
"slr0947"	1	0	54	41	44	41	60	43	49	46	54	51	42
"slr0948"	1	0	24	18	14	22	10	15	17	12	13	17	20
"slr0949"	1	0	16	10	10	5	4	10	13	14	13	12	11
"slr0950"	1	0	38	13	10	11	15	16	20	15	14	17	22
"slr0951"	1	0	29	33	31	36	23	36	18	27	11	24	20
"slr0952"	1	0	53	21	43	28	23	28	20	29	22	33	25
"slr0953"	1	0	19	5	9	7	9	6	10	9	9	5	6
"slr0954"	1	0	24	30	15	29	22	20	15	14	17	17	12
"slr0955"	1	0	117	68	72	58	59	69	53	64	73	60	63
"slr0957"	1	0	20	5	15	8	11	13	13	14	20	14	15
"slr0958"	1	0	73	75	41	65	76	48	48	57	50	49	62
"slr0959"	1	0	27	7	6	9	10	4	7	11	10	15	8
"slr0960"	1	0	32	25	17	27	20	21	36	36	34	26	30
"slr0962"	1	0	59	16	26	26	26	30	34	30	31	25	37
"slr0963"	1	0	178	189	124	141	168	147	150	163	159	154	158
"slr0964"	1	0	15	4	5	3	8	1	6	5	5	4	4
"slr0965"	1	0	41	44	29	30	38	35	42	37	32	42	40
"slr0966"	1	0	30	17	13	15	23	18	28	28	33	25	29
"slr0967"	1	0	4	1	1	1	1	0	2	6	2	3	1
"slr0969"	1	0	52	46	44	47	40	28	18	24	22	24	34
"slr0971"	1	0	49	27	25	17	25	28	26	26	29	31	29
"slr0974"	1	0	103	139	106	130	143	101	144	129	124	169	132
"slr0975"	1	0	28	19	8	11	15	8	10	14	19	11	14
"slr0976"	1	0	32	14	17	11	14	13	9	20	13	12	10
"slr0977"	1	0	22	14	10	28	20	14	11	10	4	9	13
"slr0978"	1	0	96	79	58	78	65	60	61	61	67	68	59
"slr0980"	1	0	48	52	50	50	47	62	46	33	48	37	41
"slr0981"	1	0	24	8	6	14	9	6	8	10	7	5	5
"slr0982"	1	0	128	164	142	164	144	158	121	121	131	131	123
"slr0983"	1	0	31	28	24	30	16	31	33	25	32	32	31
"slr0984"	1	0	55	47	60	45	73	62	32	29	31	48	28
"slr0985"	1	0	25	30	23	34	33	19	30	27	23	24	24
"slr0989"	1	0	56	23	27	27	20	26	22	36	24	25	22
"slr0990"	1	0	37	16	17	20	11	14	23	23	29	28	33
"slr0992"	1	0	8	1	2	2	4	0	5	6	2	4	3
"slr0993"	1	0	49	33	31	26	39	34	21	35	34	41	34
"slr0994"	1	0	28	11	8	9	12	9	15	11	15	10	18
"slr1019"	1	0	16	19	11	6	15	11	8	14	10	14	19
"slr1020"	1	0	55	39	44	35	34	53	53	67	67	51	58
"slr1022"	1	0	50	35	27	32	32	24	58	48	59	57	64
"slr1023"	1	0	10	8	4	3	4	8	8	10	4	5	1
"slr1024"	1	0	37	10	13	13	15	14	15	10	18	10	15
"slr1025"	1	0	5	0	0	1	1	0	2	1	1	0	0
"slr1028"	1	0	73	49	36	44	34	45	38	33	27	35	34
"slr1030"	1	0	77	55	36	40	47	45	34	34	41	43	38
"slr1031"	1	0	58	39	42	37	32	24	59	46	51	51	42
"slr1032"	1	0	38	17	30	13	20	22	28	24	22	29	30
"slr1033"	1	0	71	46	40	57	70	37	35	43	47	49	43
"slr1034"	1	0	41	32	26	38	26	40	41	36	34	39	30
"slr1035"	1	0	30	20	12	18	18	14	14	11	9	8	9
"slr1037"	1	0	11	1	1	1	2	2	2	2	4	6	5
"slr1039"	1	0	25	10	9	11	15	10	19	10	12	7	12
"slr1041"	1	0	50	25	13	18	17	19	15	23	12	15	15
"slr1042"	1	0	39	31	33	37	44	39	63	62	58	68	49
"slr1043"	1	0	17	13	26	6	17	14	19	21	27	24	20
"slr1044"	1	0	71	48	39	48	44	52	41	55	38	32	32
"slr1045"	1	0	15	8	7	9	7	3	4	6	7	7	7
"slr1046"	1	0	25	24	26	19	27	29	11	19	11	10	11
"slr1047"	1	0	68	45	21	45	54	31	41	41	41	45	58
"slr1048"	1	0	201	120	66	97	106	103	90	98	92	102	110
"slr1050"	1	0	24	39	38	29	40	46	19	25	23	19	18
"slr1051"	1	0	20	11	8	7	9	3	15	11	11	14	16
"slr1052"	1	0	51	21	22	31	21	23	28	32	29	30	23
"slr1053"	1	0	40	9	13	12	9	15	16	21	16	17	16
"slr1055"	1	0	214	159	163	168	172	182	240	230	262	261	276
"slr1056"	1	0	154	65	60	68	85	64	56	53	51	55	66
"slr1062"	1	0	34	13	18	18	17	21	31	28	15	16	29
"slr1063"	1	0	149	87	78	79	99	76	94	105	93	93	100
"slr1064"	1	0	67	52	34	55	65	32	43	42	49	54	40
"slr1065"	1	0	65	33	35	41	36	43	37	32	40	28	42
"slr1066"	1	0	72	53	37	48	37	34	54	47	41	45	32
"slr1067"	1	0	41	38	33	38	22	31	29	24	17	34	21
"slr1068"	1	0	46	43	56	31	41	39	65	48	41	50	37
"slr1069"	1	0	25	21	22	26	16	11	17	23	15	16	22
"slr1070"	1	0	75	57	43	41	39	32	53	42	54	58	42
"slr1071"	1	0	44	30	22	43	34	36	46	44	40	41	40
"slr1072"	1	0	39	26	15	18	23	30	15	18	17	14	19
"slr1073"	1	0	32	10	10	20	8	12	27	24	26	18	11
"slr1074"	1	0	36	12	14	17	14	19	24	26	22	25	21
"slr1076"	1	0	43	28	33	26	21	26	29	22	19	27	31
"slr1077"	1	0	40	16	16	16	16	12	16	14	6	8	14
"slr1078"	1	0	8	1	3	0	2	2	4	3	3	1	5
"slr1079"	1	0	126	90	92	94	94	67	95	83	80	92	99
"slr1081"	1	0	26	14	14	15	16	12	10	9	17	16	9
"slr1082"	1	0	60	69	46	57	57	55	52	50	39	51	48
"slr1083"	1	0	19	5	8	7	3	11	6	5	4	9	3
"slr1084"	1	0	22	8	14	5	8	11	19	18	23	11	20
"slr1085"	1	0	72	45	34	37	36	32	33	31	28	29	31
"slr1087"	1	0	34	13	16	16	12	11	23	22	26	17	18
"slr1090"	1	0	49	21	23	20	23	24	41	46	45	33	46
"slr1093"	1	0	15	12	13	5	13	13	10	6	4	8	4
"slr1094"	1	0	43	9	13	15	7	9	18	17	16	23	16
"slr1095"	1	0	36	12	20	14	11	13	22	17	12	15	20
"slr1096"	1	0	71	21	25	18	20	14	54	40	47	45	44
"slr1097"	1	0	28	19	18	19	15	16	45	37	29	32	38
"slr1098"	1	0	36	41	44	42	43	47	31	22	37	27	26
"slr1099"	1	0	22	8	13	9	6	11	12	10	12	14	17
"slr1100"	1	0	68	55	40	41	46	56	82	87	89	77	82
"slr1101"	1	0	8	3	4	3	2	3	10	6	2	4	6
"slr1102"	1	0	140	109	92	115	131	77	95	105	113	108	110
"slr1103"	1	0	95	53	52	42	35	47	55	68	80	58	54
"slr1104"	1	0	95	52	38	50	56	35	53	52	55	60	35
"slr1105"	1	0	82	76	56	56	51	87	167	154	174	190	152
"slr1106"	1	0	43	13	19	14	15	23	21	26	24	24	34
"slr1107"	1	0	54	48	25	24	39	27	22	14	24	22	23
"slr1109"	1	0	27	12	5	4	7	14	16	10	16	21	17
"slr1110"	1	0	14	9	11	9	7	9	17	13	17	18	19
"slr1113"	1	0	54	28	20	33	32	32	25	14	27	29	20
"slr1114"	1	0	34	46	40	42	47	35	29	25	33	34	17
"slr1115"	1	0	43	25	17	21	19	25	19	25	21	12	15
"slr1116"	1	0	32	16	23	20	14	21	51	35	43	39	26
"slr1117"	1	0	58	92	89	96	80	91	74	75	74	69	69
"slr1118"	1	0	33	13	16	19	21	26	39	34	41	41	35
"slr1119"	1	0	37	21	24	25	16	19	16	25	20	39	28
"slr1120"	1	0	20	30	34	35	29	42	36	29	23	35	38
"slr1122"	1	0	60	27	32	21	22	23	28	26	25	24	21
"slr1123"	1	0	34	19	16	20	16	21	23	18	17	20	18
"slr1124"	1	0	57	37	41	46	42	36	58	47	48	50	48
"slr1125"	1	0	32	15	12	9	14	14	13	19	17	18	11
"slr1127"	1	0	18	27	35	21	30	30	23	20	11	13	20
"slr1128"	1	0	93	41	51	56	49	57	81	84	86	75	59
"slr1129"	1	0	187	155	129	159	152	121	139	147	128	140	131
"slr1130"	1	0	37	28	23	25	27	22	25	12	11	17	12
"slr1133"	1	0	70	45	35	36	48	48	44	43	41	34	33
"slr1134"	1	0	28	23	15	11	10	12	9	18	9	11	18
"slr1135"	1	0	201	157	118	101	104	123	128	141	134	136	133
"slr1136"	1	0	8	7	2	3	4	2	3	4	6	9	3
"slr1137"	1	0	22	27	18	21	37	25	33	31	27	30	31
"slr1138"	1	0	16	37	42	43	40	45	16	25	18	11	16
"slr1139"	1	0	14	10	10	6	6	8	10	13	13	9	15
"slr1140"	1	0	51	45	44	39	35	44	85	83	94	84	92
"slr1142"	1	0	28	15	6	15	17	17	8	7	18	18	19
"slr1143"	1	0	58	55	51	72	72	53	37	54	61	45	42
"slr1145"	1	0	20	16	11	18	14	6	8	9	13	13	16
"slr1147"	1	0	47	29	37	34	27	43	32	25	22	22	22
"slr1148"	1	0	27	13	21	14	9	17	9	12	12	16	10
"slr1149"	1	0	94	54	43	54	52	46	55	52	67	55	56
"slr1150"	1	0	13	13	18	25	26	22	21	32	17	24	19
"slr1152"	1	0	61	41	31	39	40	37	21	28	26	30	37
"slr1159"	1	0	42	18	11	7	19	17	30	40	42	36	38
"slr1160"	1	0	13	17	24	18	20	17	27	30	22	25	20
"slr1161"	1	0	62	26	31	26	31	45	81	71	73	57	45
"slr1162"	1	0	39	45	38	33	51	49	44	51	55	48	39
"slr1163"	1	0	21	5	3	7	6	6	16	17	21	18	7
"slr1164"	1	0	132	79	54	59	76	64	92	84	79	101	94
"slr1165"	1	0	88	77	74	73	70	89	126	136	117	125	115
"slr1166"	1	0	38	27	21	25	24	13	26	24	24	23	19
"slr1167"	1	0	35	13	10	10	7	11	10	12	14	6	14
"slr1168"	1	0	15	9	6	6	9	16	11	9	2	11	16
"slr1169"	1	0	20	5	2	4	3	5	12	9	14	15	9
"slr1171"	1	0	22	11	12	15	11	14	19	24	26	23	29
"slr1173"	1	0	80	64	58	49	53	74	137	136	133	130	108
"slr1174"	1	0	18	34	25	23	19	24	13	12	9	9	14
"slr1176"	1	0	109	83	95	86	94	78	127	99	106	112	103
"slr1177"	1	0	17	6	11	7	5	11	10	11	13	10	17
"slr1178"	1	0	8	20	21	16	15	19	2	4	7	9	4
"slr1179"	1	0	41	28	21	20	25	25	29	24	22	32	30
"slr1181"	1	0	6	10	1	6	5	10	4	16	11	6	13
"slr1182"	1	0	21	14	14	15	15	22	40	32	21	39	36
"slr1183"	1	0	13	4	8	6	13	11	7	11	9	13	8
"slr1184"	1	0	14	8	6	6	10	8	4	2	6	2	5
"slr1185"	1	0	14	14	13	11	13	17	13	9	16	11	15
"slr1186"	1	0	20	13	7	9	12	13	10	8	8	13	11
"slr1187"	1	0	10	20	23	17	18	19	10	8	6	7	12
"slr1188"	1	0	67	34	27	24	18	30	24	29	31	27	30
"slr1189"	1	0	34	24	12	13	20	15	16	20	28	20	17
"slr1192"	1	0	17	8	12	7	3	4	8	9	9	13	8
"slr1194"	1	0	33	19	20	15	18	11	29	13	18	13	19
"slr1195"	1	0	8	15	12	18	14	18	13	15	13	13	8
"slr1196"	1	0	51	49	57	41	41	38	43	59	64	65	65
"slr1197"	1	0	43	12	29	21	15	19	22	28	18	26	14
"slr1198"	1	0	26	20	30	25	27	29	35	35	35	31	29
"slr1199"	1	0	59	32	31	32	36	34	27	23	27	27	25
"slr1200"	1	0	14	3	2	8	3	4	9	5	5	7	3
"slr1201"	1	0	26	14	17	15	15	11	12	7	12	10	10
"slr1202"	1	0	19	34	20	37	29	26	19	13	20	17	18
"slr1203"	1	0	36	23	28	14	23	27	24	18	18	21	17
"slr1204"	1	0	45	36	46	43	36	30	57	54	51	61	52
"slr1205"	1	0	13	4	2	6	4	4	8	16	10	12	10
"slr1206"	1	0	35	14	14	16	11	11	26	29	21	23	28
"slr1207"	1	0	77	64	41	49	52	41	51	58	46	64	43
"slr1208"	1	0	94	60	49	55	74	51	57	79	65	69	69
"slr1209"	1	0	9	4	2	3	4	4	10	3	8	7	7
"slr1210"	1	0	30	14	13	15	11	11	13	14	8	12	13
"slr1211"	1	0	117	48	38	40	52	36	52	73	62	55	51
"slr1212"	1	0	130	70	59	65	86	61	59	58	56	65	58
"slr1213"	1	0	37	18	13	15	14	16	17	25	25	33	30
"slr1214"	1	0	47	23	22	25	27	16	22	17	13	18	22
"slr1215"	1	0	7	2	1	1	2	1	3	1	1	0	2
"slr1216"	1	0	48	33	18	30	24	30	33	22	25	34	32
"slr1218"	1	0	35	9	6	9	9	9	11	17	20	13	9
"slr1219"	1	0	23	17	19	17	16	7	8	10	13	12	9
"slr1220"	1	0	41	42	32	34	31	30	54	50	55	44	43
"slr1222"	1	0	51	29	27	29	32	28	38	29	29	32	25
"slr1223"	1	0	43	31	25	22	29	32	35	37	34	24	26
"slr1224"	1	0	64	34	20	28	31	36	44	47	38	46	45
"slr1225"	1	0	51	36	27	34	29	37	32	38	42	55	39
"slr1226"	1	0	52	34	31	26	43	31	54	63	65	55	56
"slr1227"	1	0	60	41	25	43	31	37	31	28	37	44	35
"slr1228"	1	0	111	70	51	56	59	93	83	91	84	93	92
"slr1229"	1	0	29	10	9	15	6	9	13	18	15	14	13
"slr1230"	1	0	46	13	16	15	17	18	35	23	13	20	13
"slr1232"	1	0	25	13	10	19	14	13	11	10	15	13	10
"slr1233"	1	0	133	129	109	129	122	153	150	139	150	135	138
"slr1234"	1	0	10	8	10	10	12	11	13	10	16	16	16
"slr1235"	1	0	22	7	10	6	13	12	9	16	12	10	9
"slr1236"	1	0	27	21	13	16	17	7	20	18	27	17	16
"slr1237"	1	0	56	31	39	40	31	38	48	42	51	50	37
"slr1238"	1	0	38	23	18	19	13	27	58	57	52	49	47
"slr1239"	1	0	67	28	54	47	41	51	54	62	54	65	54
"slr1240"	1	0	77	44	24	48	43	43	41	45	48	49	54
"slr1241"	1	0	18	11	4	6	11	21	4	12	8	9	9
"slr1243"	1	0	292	157	139	150	154	148	153	163	157	152	141
"slr1245"	1	0	70	32	17	41	34	23	39	44	46	49	44
"slr1246"	1	0	21	10	17	10	17	16	19	19	28	19	12
"slr1247"	1	0	54	19	23	21	11	21	22	27	27	29	27
"slr1248"	1	0	11	15	13	14	18	22	5	2	2	1	3
"slr1249"	1	0	5	4	1	1	1	2	1	2	2	1	1
"slr1250"	1	0	41	26	19	19	19	24	20	19	25	26	28
"slr1251"	1	0	22	36	40	37	48	24	29	38	49	63	57
"slr1253"	1	0	15	9	27	24	16	41	23	24	31	21	28
"slr1254"	1	0	75	70	71	81	56	80	81	82	74	92	75
"slr1255"	1	0	81	57	63	82	65	58	73	71	67	80	52
"slr1256"	1	0	22	31	21	23	32	23	40	31	31	32	27
"slr1257"	1	0	26	14	23	16	9	22	17	18	14	17	25
"slr1258"	1	0	29	14	12	17	7	14	31	37	32	38	31
"slr1259"	1	0	40	13	19	16	22	23	35	31	38	48	50
"slr1260"	1	0	24	12	9	13	14	12	8	15	19	14	17
"slr1261"	1	0	13	6	3	5	1	2	2	11	6	7	8
"slr1262"	1	0	8	3	1	0	1	2	1	2	2	3	2
"slr1263"	1	0	53	36	49	46	48	49	38	38	38	49	32
"slr1265"	1	0	156	130	90	112	113	120	123	113	147	149	128
"slr1266"	1	0	5	5	9	1	2	5	13	10	11	11	15
"slr1267"	1	0	28	30	20	31	14	24	16	10	15	13	17
"slr1269"	1	0	48	34	23	26	26	26	29	28	30	36	33
"slr1270"	1	0	88	39	42	43	44	34	53	65	45	55	56
"slr1271"	1	0	53	49	41	41	57	39	43	53	39	48	32
"slr1272"	1	0	36	26	19	35	34	20	50	43	47	37	36
"slr1273"	1	0	18	20	22	22	24	23	21	25	23	22	22
"slr1274"	1	0	35	25	15	24	27	28	35	41	38	30	36
"slr1275"	1	0	16	12	12	7	16	17	11	24	17	18	8
"slr1276"	1	0	25	7	16	10	12	16	20	20	26	21	26
"slr1277"	1	0	60	28	40	38	43	30	53	50	65	82	70
"slr1278"	1	0	66	34	33	26	33	41	31	26	30	32	31
"slr1279"	1	0	3	6	11	17	10	2	3	0	5	5	5
"slr1280"	1	0	41	33	39	39	38	42	79	81	92	50	37
"slr1281"	1	0	26	9	18	14	9	13	33	36	33	22	24
"slr1282"	1	0	87	45	37	33	44	43	34	38	39	37	42
"slr1283"	1	0	41	14	13	17	9	21	19	19	11	19	18
"slr1285"	1	0	69	27	28	34	36	28	35	34	36	55	37
"slr1287"	1	0	22	7	1	5	9	15	19	21	16	22	9
"slr1288"	1	0	6	4	4	6	1	9	5	15	8	13	5
"slr1289"	1	0	99	59	57	74	54	44	65	64	65	77	69
"slr1290"	1	0	27	16	6	10	10	9	19	23	27	19	18
"slr1291"	1	0	10	15	11	16	20	13	3	4	7	5	6
"slr1293"	1	0	55	34	29	25	37	15	21	23	26	26	27
"slr1295"	1	0	49	42	36	38	37	44	21	17	18	20	21
"slr1298"	1	0	107	47	53	45	33	48	57	54	46	60	54
"slr1299"	1	0	63	29	21	34	24	28	57	58	54	58	48
"slr1300"	1	0	55	28	39	34	27	31	25	35	25	33	20
"slr1301"	1	0	142	105	94	105	92	76	113	116	98	106	99
"slr1302"	1	0	66	78	63	76	56	85	141	117	119	124	104
"slr1303"	1	0	77	75	78	94	73	105	81	92	85	75	84
"slr1305"	1	0	158	97	84	98	109	91	107	132	109	108	99
"slr1306"	1	0	40	35	37	56	38	42	26	16	22	25	25
"slr1307"	1	0	32	14	14	16	15	8	10	17	10	17	17
"slr1312"	1	0	87	54	55	57	62	86	119	106	123	130	115
"slr1315"	1	0	28	16	11	14	14	19	23	21	30	20	24
"slr1316"	1	0	14	37	30	35	29	28	19	20	15	11	28
"slr1317"	1	0	14	8	12	11	10	0	1	6	6	4	6
"slr1318"	1	0	22	3	3	3	5	11	7	4	12	8	9
"slr1319"	1	0	31	11	9	8	13	11	20	20	21	16	20
"slr1322"	1	0	85	75	63	69	89	52	94	88	83	77	98
"slr1324"	1	0	65	29	27	30	39	34	46	49	45	51	52
"slr1325"	1	0	213	176	131	146	151	144	122	147	160	151	170
"slr1327"	1	0	7	4	8	3	6	9	2	2	5	4	3
"slr1329"	1	0	56	104	93	85	103	87	223	232	245	242	269
"slr1330"	1	0	16	5	12	3	13	15	11	16	15	23	18
"slr1331"	1	0	63	51	54	61	64	64	58	58	54	58	53
"slr1332"	1	0	26	15	9	12	7	13	19	22	22	21	26
"slr1334"	1	0	50	29	19	23	22	16	39	36	34	35	38
"slr1336"	1	0	4	6	3	3	4	4	2	1	0	1	3
"slr1338"	1	0	38	13	16	17	28	22	27	28	24	23	14
"slr1339"	1	0	32	18	11	15	13	16	14	9	17	16	16
"slr1340"	1	0	14	3	3	2	2	3	10	19	12	10	12
"slr1342"	1	0	39	24	28	25	27	22	42	38	31	26	29
"slr1343"	1	0	82	47	65	76	65	90	89	81	91	82	75
"slr1344"	1	0	7	1	1	0	1	3	2	1	1	2	2
"slr1347"	1	0	43	48	33	35	46	25	35	34	37	32	34
"slr1348"	1	0	27	26	15	22	23	32	11	12	14	16	15
"slr1349"	1	0	74	101	71	101	90	86	117	90	107	100	94
"slr1350"	1	0	32	27	15	26	25	15	29	28	19	25	20
"slr1351"	1	0	34	25	17	22	19	23	30	30	30	28	27
"slr1353"	1	0	22	12	14	7	11	11	13	16	8	14	16
"slr1356"	1	0	80	135	93	112	134	105	117	145	152	152	127
"slr1362"	1	0	16	15	11	17	21	22	10	9	22	14	23
"slr1363"	1	0	168	118	98	136	131	116	145	130	107	119	124
"slr1364"	1	0	56	25	14	16	25	22	29	31	29	30	33
"slr1366"	1	0	6	1	0	1	3	1	1	1	2	0	1
"slr1367"	1	0	177	94	69	62	95	101	117	125	124	133	116
"slr1368"	1	0	30	20	15	15	10	20	33	22	24	27	26
"slr1369"	1	0	11	14	11	15	20	12	3	10	3	4	8
"slr1376"	1	0	27	16	18	21	16	16	19	20	16	22	20
"slr1377"	1	0	53	22	17	23	22	25	29	25	29	22	28
"slr1378"	1	0	43	24	20	17	19	21	26	31	32	37	31
"slr1379"	1	0	30	32	14	26	22	20	21	22	16	19	8
"slr1380"	1	0	8	5	1	1	0	2	1	1	6	2	4
"slr1383"	1	0	15	10	23	9	21	12	12	14	6	11	8
"slr1384"	1	0	41	19	20	16	12	18	46	20	28	28	23
"slr1385"	1	0	46	15	16	13	15	9	18	24	24	24	13
"slr1390"	1	0	105	67	53	73	63	37	71	78	77	83	69
"slr1391"	1	0	15	14	7	19	17	10	6	5	9	7	7
"slr1392"	1	0	57	48	32	41	44	49	39	32	39	36	41
"slr1393"	1	0	134	59	57	66	71	72	99	86	72	85	93
"slr1394"	1	0	12	2	1	4	6	2	8	7	10	7	6
"slr1395"	1	0	39	24	11	26	18	17	16	27	23	15	25
"slr1396"	1	0	91	39	32	32	30	66	77	79	66	66	71
"slr1397"	1	0	56	41	46	43	40	53	55	33	63	45	48
"slr1398"	1	0	50	74	60	71	83	48	42	43	49	45	51
"slr1400"	1	0	44	14	17	21	27	15	23	23	18	26	13
"slr1403"	1	0	77	41	44	49	40	49	46	44	50	52	62
"slr1406"	1	0	11	1	0	3	4	1	27	19	21	19	17
"slr1407"	1	0	31	23	22	28	17	18	35	35	27	31	22
"slr1409"	1	0	30	19	30	16	21	25	38	38	34	26	31
"slr1410"	1	0	19	13	22	16	19	10	52	43	35	35	18
"slr1411"	1	0	32	9	12	12	14	9	10	19	13	10	7
"slr1413"	1	0	43	18	13	8	19	16	30	46	27	27	18
"slr1414"	1	0	22	8	10	15	8	6	4	6	9	7	13
"slr1415"	1	0	38	9	9	9	10	9	12	10	14	11	10
"slr1416"	1	0	29	11	10	12	9	10	25	28	27	23	23
"slr1417"	1	0	19	22	9	12	26	15	16	8	17	12	17
"slr1418"	1	0	47	47	53	42	36	53	38	45	48	52	42
"slr1419"	1	0	44	33	26	33	31	37	36	29	29	30	37
"slr1420"	1	0	22	12	7	5	8	13	6	7	3	4	10
"slr1421"	1	0	12	9	15	13	20	24	9	9	10	12	11
"slr1423"	1	0	39	13	14	16	21	18	17	21	14	20	16
"slr1424"	1	0	33	29	26	20	23	22	24	21	22	27	14
"slr1425"	1	0	7	2	0	4	5	1	3	3	6	6	5
"slr1426"	1	0	34	11	13	13	16	8	16	17	20	19	17
"slr1428"	1	0	57	47	40	48	56	35	88	70	55	55	53
"slr1429"	1	0	43	34	23	19	34	24	45	48	37	61	38
"slr1431"	1	0	60	23	23	24	24	25	41	42	41	50	35
"slr1434"	1	0	34	22	24	29	22	21	18	23	30	25	24
"slr1435"	1	0	37	16	14	20	22	13	23	29	27	21	22
"slr1436"	1	0	31	29	35	45	27	34	31	29	24	22	33
"slr1437"	1	0	21	10	4	6	9	12	25	22	22	27	14
"slr1438"	1	0	32	16	15	13	22	23	24	23	18	24	15
"slr1440"	1	0	24	27	28	28	20	21	20	11	25	16	16
"slr1441"	1	0	16	4	5	4	4	9	10	11	8	2	7
"slr1442"	1	0	16	16	25	28	18	16	8	12	5	9	8
"slr1443"	1	0	70	46	46	43	39	25	38	41	43	30	48
"slr1444"	1	0	66	36	19	20	22	31	49	41	53	44	38
"slr1448"	1	0	32	11	14	11	14	7	23	17	12	19	14
"slr1449"	1	0	46	20	22	12	8	27	11	15	14	16	20
"slr1450"	1	0	15	13	13	7	18	19	14	22	9	16	19
"slr1451"	1	0	38	37	27	31	48	27	22	18	23	22	32
"slr1452"	1	0	38	48	44	42	44	30	10	19	33	29	29
"slr1453"	1	0	12	9	2	11	5	4	5	7	0	2	3
"slr1454"	1	0	20	15	14	16	20	7	9	11	16	13	11
"slr1455"	1	0	45	38	22	35	20	25	14	11	24	19	15
"slr1456"	1	0	22	29	18	32	22	27	42	40	37	31	31
"slr1457"	1	0	14	9	3	7	13	12	10	13	20	25	14
"slr1459"	1	0	44	28	35	28	40	49	66	52	57	58	45
"slr1461"	1	0	10	12	10	13	11	8	3	9	5	6	6
"slr1462"	1	0	90	40	40	52	47	40	33	44	49	48	52
"slr1463"	1	0	150	133	151	125	128	134	214	198	230	200	188
"slr1464"	1	0	24	5	4	9	6	10	14	12	11	22	9
"slr1467"	1	0	9	1	3	0	2	4	3	3	5	0	4
"slr1468"	1	0	18	25	18	16	19	11	10	21	13	22	20
"slr1469"	1	0	39	15	7	19	12	22	11	17	27	21	20
